"anon","ruletype","sequence","rule","rt_in_seconds","answer","response","accuracy"
13,"sumtwo","3, 15, 18, 33, 51, 84, ","Sum the last two numbers",2.47,"135","100",FALSE
13,"sumtwo","10, 13, 23, 36, 59, 95, ","Sum the last two numbers",4.957,"154","120",FALSE
13,"sumtwo","3, 13, 16, 29, 45, 74, ","Sum the last two numbers",2.769,"119","177",FALSE
13,"sumtwo","2, 5, 7, 12, 19, 31, ","Sum the last two numbers",4.618,"50","50",TRUE
13,"sumtwo","10, 11, 21, 32, 53, 85, ","Sum the last two numbers",3.747,"138","102",FALSE
13,"sumtwo","7, 18, 25, 43, 68, 111, ","Sum the last two numbers",2.921,"179","124",FALSE
13,"sumtwo","10, 16, 26, 42, 68, 110, ","Sum the last two numbers",2.729,"178","125",FALSE
13,"sumtwo","14, 17, 31, 48, 79, 127, ","Sum the last two numbers",2.477,"206","145",FALSE
13,"sumtwo","1, 4, 5, 9, 14, 23, ","Sum the last two numbers",10.942,"37","55",FALSE
13,"sumtwo","5, 12, 17, 29, 46, 75, ","Sum the last two numbers",3.763,"121","52",FALSE
13,"xkc","10, 15, 20, 25, 30, 35, ","Add 5 to each number",3.661,"40","5747",FALSE
13,"sumtwo","3, 6, 9, 15, 24, 39, ","Sum the last two numbers",3.252,"63","225",FALSE
13,"sumtwo","2, 5, 7, 12, 19, 31, ","Sum the last two numbers",3,"50","255",FALSE
14,"xkc","2, 4, 6, 8, 10, 12, ","Add 2 to each number",10.066,"14","14",TRUE
14,"xkc","3, 11, 19, 27, 35, 43, ","Add 8 to each number",19.078,"51","51",TRUE
14,"xkc","8, 12, 16, 20, 24, 28, ","Add 4 to each number",5.917,"32","32",TRUE
14,"xkc","5, 8, 11, 14, 17, 20, ","Add 3 to each number",4.16,"23","23",TRUE
14,"xkc","3, 11, 19, 27, 35, 43, ","Add 8 to each number",11.395,"51","51",TRUE
14,"xkc","8, 18, 28, 38, 48, 58, ","Add 10 to each number",4.875,"68","68",TRUE
14,"xkc","1, 5, 9, 13, 17, 21, ","Add 4 to each number",6.475,"25","25",TRUE
14,"xkc","5, 9, 13, 17, 21, 25, ","Add 4 to each number",4.178,"29","29",TRUE
14,"sumtwo","18, 18, 36, 54, 90, 144, ","Sum the last two numbers",18.263,"234","162",FALSE
14,"sumtwo","9, 13, 22, 35, 57, 92, ","Sum the last two numbers",11.656,"149","120",FALSE
14,"xkc","1, 6, 16, 36, 76, 156, ","Multiply by 2 and add 4",21.85,"316","192",FALSE
14,"xkc","1, 6, 11, 16, 21, 26, ","Add 5 to each number",6.547,"31","31",TRUE
14,"xkc","7, 9, 11, 13, 15, 17, ","Add 2 to each number",7.368,"19","19",TRUE
14,"xkc","9, 13, 17, 21, 25, 29, ","Add 4 to each number",7.446,"33","33",TRUE
14,"xkc","4, 13, 22, 31, 40, 49, ","Add 9 to each number",7.935,"58","58",TRUE
14,"xkc","3, 8, 13, 18, 23, 28, ","Add 5 to each number",7.822,"33","33",TRUE
14,"xkc","5, 15, 25, 35, 45, 55, ","Add 10 to each number",5.296,"65","65",TRUE
14,"xkc","4, 11, 18, 25, 32, 39, ","Add 7 to each number",13.977,"46","46",TRUE
14,"xkc","8, 10, 12, 14, 16, 18, ","Add 2 to each number",7.452,"20","20",TRUE
14,"xkc","2, 6, 10, 14, 18, 22, ","Add 4 to each number",6.055,"26","26",TRUE
14,"xkc","6, 11, 16, 21, 26, 31, ","Add 5 to each number",11.716,"36","36",TRUE
14,"xkc","2, 3, 4, 5, 6, 7, ","Add 1 to each number",4.416,"8","8",TRUE
14,"xkc","9, 16, 23, 30, 37, 44, ","Add 7 to each number",11.578,"51","51",TRUE
14,"xkc","2, 7, 12, 17, 22, 27, ","Add 5 to each number",6.537,"32","32",TRUE
14,"xkc","10, 15, 20, 25, 30, 35, ","Add 5 to each number",4.222,"40","40",TRUE
14,"xkc","7, 8, 9, 10, 11, 12, ","Add 1 to each number",3.322,"13","13",TRUE
14,"xkc","1, 2, 3, 4, 5, 6, ","Add 1 to each number",3.033,"7","7",TRUE
14,"xkc","4, 10, 16, 22, 28, 34, ","Add 6 to each number",14.96,"40","40",TRUE
14,"xkc","7, 14, 21, 28, 35, 42, ","Add 7 to each number",11.257,"49","49",TRUE
14,"xkc","3, 8, 13, 18, 23, 28, ","Add 5 to each number",13.962,"33","33",TRUE
14,"xkc","7, 12, 17, 22, 27, 32, ","Add 5 to each number",8.411,"37","37",TRUE
14,"xkc","8, 11, 14, 17, 20, 23, ","Add 3 to each number",6.931,"26","26",TRUE
14,"xkc","1, 10, 19, 28, 37, 46, ","Add 9 to each number",9.821,"55","55",TRUE
14,"xkc","1, 6, 11, 16, 21, 26, ","Add 5 to each number",6.834,"31","31",TRUE
14,"sumtwo","1, 5, 6, 11, 17, 28, ","Sum the last two numbers",15.553,"45","37",FALSE
14,"xkc","3, 13, 23, 33, 43, 53, ","Add 10 to each number",4.221,"63","63",TRUE
14,"xkc","1, 8, 15, 22, 29, 36, ","Add 7 to each number",10.288,"43","43",TRUE
14,"sumtwo","7, 13, 20, 33, 53, 86, ","Sum the last two numbers",12.968,"139","100",FALSE
14,"xkc","3, 10, 17, 24, 31, 38, ","Add 7 to each number",11.532,"45","45",TRUE
14,"xkc","3, 10, 17, 24, 31, 38, ","Add 7 to each number",19.856,"45","45",TRUE
14,"xkc","1, 2, 3, 4, 5, 6, ","Add 1 to each number",2.616,"7","7",TRUE
14,"sumtwo","7, 11, 18, 29, 47, 76, ","Sum the last two numbers",31.974,"123","94",FALSE
14,"xkc","3, 5, 7, 9, 11, 13, ","Add 2 to each number",10.567,"15","15",TRUE
14,"xkc","4, 8, 12, 16, 20, 24, ","Add 4 to each number",3.741,"28","28",TRUE
14,"xkc","5, 14, 23, 32, 41, 50, ","Add 9 to each number",5.996,"59","59",TRUE
14,"xkc","3, 10, 17, 24, 31, 38, ","Add 7 to each number",6.312,"45","45",TRUE
14,"xkc","7, 14, 21, 28, 35, 42, ","Add 7 to each number",5.9,"49","49",TRUE
14,"xkc","8, 14, 20, 26, 32, 38, ","Add 6 to each number",4.712,"44","45",FALSE
14,"xkc","9, 14, 19, 24, 29, 34, ","Add 5 to each number",5.684,"39","39",TRUE
14,"sumtwo","5, 16, 21, 37, 58, 95, ","Sum the last two numbers",5.17,"153","123",FALSE
15,"xkc","4, 7, 10, 13, 16, 19, ","Add 3 to each number",9.75,"22","22",TRUE
15,"xkc","9, 15, 21, 27, 33, 39, ","Add 6 to each number",4.701,"45","45",TRUE
15,"xkc","9, 11, 13, 15, 17, 19, ","Add 2 to each number",3.581,"21","21",TRUE
15,"xkc","4, 5, 6, 7, 8, 9, ","Add 1 to each number",3.406,"10","10",TRUE
15,"xkc","3, 10, 17, 24, 31, 38, ","Add 7 to each number",4.344,"45","45",TRUE
15,"xkc","3, 7, 11, 15, 19, 23, ","Add 4 to each number",5.55,"27","27",TRUE
15,"xkc","9, 13, 17, 21, 25, 29, ","Add 4 to each number",3.438,"33","33",TRUE
15,"xkc","1, 7, 13, 19, 25, 31, ","Add 6 to each number",4.327,"37","37",TRUE
15,"xkc","10, 17, 24, 31, 38, 45, ","Add 7 to each number",3.159,"52","52",TRUE
15,"xkc","10, 18, 26, 34, 42, 50, ","Add 8 to each number",3.488,"58","58",TRUE
15,"sumtwo","3, 7, 10, 17, 27, 44, ","Sum the last two numbers",17.26,"71","71",TRUE
15,"sumtwo","7, 16, 23, 39, 62, 101, ","Sum the last two numbers",7.838,"163","163",TRUE
15,"xkc","5, 12, 19, 26, 33, 40, ","Add 7 to each number",4.838,"47","47",TRUE
15,"xkc","2, 4, 6, 8, 10, 12, ","Add 2 to each number",3.919,"14","14",TRUE
15,"xkc","2, 8, 14, 20, 26, 32, ","Add 6 to each number",3.55,"38","38",TRUE
15,"xkc","4, 10, 16, 22, 28, 34, ","Add 6 to each number",3.31,"40","40",TRUE
15,"sumtwo","5, 16, 21, 37, 58, 95, ","Sum the last two numbers",8.407,"153","153",TRUE
15,"xkc","6, 7, 8, 9, 10, 11, ","Add 1 to each number",2.272,"12","12",TRUE
15,"xkc","9, 11, 13, 15, 17, 19, ","Add 2 to each number",2.303,"21","21",TRUE
15,"xkc","6, 12, 18, 24, 30, 36, ","Add 6 to each number",2.183,"42","42",TRUE
15,"xkc","2, 3, 4, 5, 6, 7, ","Add 1 to each number",3.047,"8","8",TRUE
15,"xkc","4, 8, 12, 16, 20, 24, ","Add 4 to each number",2.822,"28","28",TRUE
15,"xkc","3, 11, 19, 27, 35, 43, ","Add 8 to each number",3.327,"51","51",TRUE
15,"xkc","9, 12, 15, 18, 21, 24, ","Add 3 to each number",3.397,"27","27",TRUE
15,"xkc","7, 12, 17, 22, 27, 32, ","Add 5 to each number",3.2,"37","37",TRUE
15,"xkc","10, 15, 20, 25, 30, 35, ","Add 5 to each number",2.615,"40","40",TRUE
15,"xkc","1, 3, 5, 7, 9, 11, ","Add 2 to each number",3.198,"13","13",TRUE
15,"xkc","7, 12, 17, 22, 27, 32, ","Add 5 to each number",2.935,"37","37",TRUE
15,"xkc","9, 16, 23, 30, 37, 44, ","Add 7 to each number",3.807,"51","51",TRUE
15,"xkc","2, 4, 6, 8, 10, 12, ","Add 2 to each number",2.055,"14","14",TRUE
15,"xkc","6, 14, 22, 30, 38, 46, ","Add 8 to each number",3.199,"54","54",TRUE
15,"xkc","1, 9, 17, 25, 33, 41, ","Add 8 to each number",3.846,"49","49",TRUE
15,"xkc","8, 18, 28, 38, 48, 58, ","Add 10 to each number",4.096,"68","68",TRUE
15,"xkc","7, 12, 17, 22, 27, 32, ","Add 5 to each number",2.776,"37","37",TRUE
15,"xkc","1, 2, 3, 4, 5, 6, ","Add 1 to each number",2.063,"7","7",TRUE
15,"xkc","3, 6, 9, 12, 15, 18, ","Add 3 to each number",2.959,"21","21",TRUE
15,"xkc","8, 9, 10, 11, 12, 13, ","Add 1 to each number",2.111,"14","14",TRUE
15,"sumtwo","3, 10, 13, 23, 36, 59, ","Sum the last two numbers",15.854,"95","95",TRUE
15,"xkc","9, 15, 21, 27, 33, 39, ","Add 6 to each number",2.838,"45","45",TRUE
15,"sumtwo","1, 20, 21, 41, 62, 103, ","Sum the last two numbers",6.182,"165","165",TRUE
15,"xkc","8, 10, 12, 14, 16, 18, ","Add 2 to each number",2.063,"20","20",TRUE
15,"sumtwo","3, 19, 22, 41, 63, 104, ","Sum the last two numbers",4.856,"167","167",TRUE
15,"xkc","9, 19, 29, 39, 49, 59, ","Add 10 to each number",2.534,"69","69",TRUE
15,"xkc","1, 7, 13, 19, 25, 31, ","Add 6 to each number",6.751,"37","37",TRUE
15,"xkc","6, 11, 16, 21, 26, 31, ","Add 5 to each number",4.862,"36","36",TRUE
15,"xkc","3, 11, 19, 27, 35, 43, ","Add 8 to each number",3.159,"51","51",TRUE
15,"xkc","8, 18, 28, 38, 48, 58, ","Add 10 to each number",4.318,"68","68",TRUE
15,"xkc","2, 8, 14, 20, 26, 32, ","Add 6 to each number",3.102,"38","38",TRUE
15,"xkc","3, 9, 15, 21, 27, 33, ","Add 6 to each number",2.815,"39","39",TRUE
15,"xkc","6, 8, 10, 12, 14, 16, ","Add 2 to each number",2.551,"18","18",TRUE
16,"xkc","8, 16, 24, 32, 40, 48, ","Add 8 to each number",13.535,"56","56",TRUE
16,"sumtwo","1, 11, 12, 23, 35, 58, ","Sum the last two numbers",100.063,"93","93",TRUE
16,"xkc","5, 6, 7, 8, 9, 10, ","Add 1 to each number",4.916,"11","11",TRUE
16,"xkc","5, 12, 19, 26, 33, 40, ","Add 7 to each number",10.916,"47","47",TRUE
16,"xkc","1, 10, 19, 28, 37, 46, ","Add 9 to each number",7.669,"55","55",TRUE
16,"xkc","3, 8, 13, 18, 23, 28, ","Add 5 to each number",25.333,"33","33",TRUE
16,"xkc","2, 4, 6, 8, 10, 12, ","Add 2 to each number",3.882,"14","14",TRUE
16,"xkc","1, 8, 15, 22, 29, 36, ","Add 7 to each number",10.049,"43","43",TRUE
16,"xkc","2, 5, 8, 11, 14, 17, ","Add 3 to each number",7.92,"20","20",TRUE
16,"xkc","9, 18, 27, 36, 45, 54, ","Add 9 to each number",8.459,"63","63",TRUE
16,"xkc","3, 7, 11, 15, 19, 23, ","Add 4 to each number",7.204,"27","27",TRUE
16,"xkc","2, 7, 12, 17, 22, 27, ","Add 5 to each number",10.235,"32","32",TRUE
16,"xkc","6, 10, 14, 18, 22, 26, ","Add 4 to each number",6.728,"30","30",TRUE
16,"sumtwo","7, 10, 17, 27, 44, 71, ","Sum the last two numbers",31.266,"115","81",FALSE
16,"xkc","7, 13, 19, 25, 31, 37, ","Add 6 to each number",18.085,"43","43",TRUE
16,"xkc","4, 14, 24, 34, 44, 54, ","Add 10 to each number",6.668,"64","64",TRUE
16,"xkc","3, 13, 23, 33, 43, 53, ","Add 10 to each number",5.702,"63","63",TRUE
16,"xkc","2, 12, 22, 32, 42, 52, ","Add 10 to each number",5.48,"62","62",TRUE
16,"xkc","8, 16, 24, 32, 40, 48, ","Add 8 to each number",6.636,"56","56",TRUE
16,"xkc","3, 5, 7, 9, 11, 13, ","Add 2 to each number",7.302,"15","15",TRUE
16,"xkc","4, 5, 6, 7, 8, 9, ","Add 1 to each number",3.148,"10","10",TRUE
16,"xkc","3, 8, 18, 38, 78, 158, ","Multiply by 2 and add 2",78.266,"318","318",TRUE
16,"xkc","10, 20, 30, 40, 50, 60, ","Add 10 to each number",4.261,"70","70",TRUE
16,"xkc","10, 12, 14, 16, 18, 20, ","Add 2 to each number",3.151,"22","22",TRUE
16,"xkc","6, 13, 20, 27, 34, 41, ","Add 7 to each number",7.383,"48","48",TRUE
16,"xkc","2, 7, 12, 17, 22, 27, ","Add 5 to each number",8.966,"32","32",TRUE
16,"xkc","10, 15, 20, 25, 30, 35, ","Add 5 to each number",3.583,"40","40",TRUE
16,"xkc","6, 10, 14, 18, 22, 26, ","Add 4 to each number",4.45,"30","30",TRUE
16,"xkc","10, 13, 16, 19, 22, 25, ","Add 3 to each number",5.667,"28","28",TRUE
16,"xkc","10, 13, 16, 19, 22, 25, ","Add 3 to each number",9.2,"28","28",TRUE
16,"xkc","3, 9, 15, 21, 27, 33, ","Add 6 to each number",37.015,"39","39",TRUE
16,"xkc","2, 11, 20, 29, 38, 47, ","Add 9 to each number",7.699,"56","56",TRUE
16,"xkc","6, 14, 22, 30, 38, 46, ","Add 8 to each number",8.999,"54","54",TRUE
16,"sumtwo","1, 1, 2, 3, 5, 8, ","Sum the last two numbers",4.067,"13","13",TRUE
16,"xkc","7, 11, 15, 19, 23, 27, ","Add 4 to each number",8.204,"31","31",TRUE
16,"xkc","4, 13, 22, 31, 40, 49, ","Add 9 to each number",58.777,"58","58",TRUE
16,"xkc","2, 6, 10, 14, 18, 22, ","Add 4 to each number",6.733,"26","26",TRUE
16,"xkc","4, 11, 18, 25, 32, 39, ","Add 7 to each number",16.631,"46","46",TRUE
16,"xkc","5, 12, 19, 26, 33, 40, ","Add 7 to each number",5.153,"47","47",TRUE
16,"xkc","8, 11, 14, 17, 20, 23, ","Add 3 to each number",5.251,"26","26",TRUE
16,"xkc","7, 13, 19, 25, 31, 37, ","Add 6 to each number",8.432,"43","43",TRUE
16,"xkc","7, 13, 19, 25, 31, 37, ","Add 6 to each number",2.683,"43","43",TRUE
16,"xkc","10, 11, 12, 13, 14, 15, ","Add 1 to each number",3.929,"16","16",TRUE
16,"sumtwo","7, 15, 22, 37, 59, 96, ","Sum the last two numbers",79.438,"155","155",TRUE
16,"xkc","8, 13, 18, 23, 28, 33, ","Add 5 to each number",5.619,"38","38",TRUE
16,"sumtwo","3, 5, 8, 13, 21, 34, ","Sum the last two numbers",8.257,"55","55",TRUE
16,"xkc","2, 6, 14, 30, 62, 126, ","Multiply by 2 and add 2",45.164,"254","254",TRUE
16,"xkc","8, 12, 16, 20, 24, 28, ","Add 4 to each number",5.749,"32","32",TRUE
16,"sumtwo","11, 14, 25, 39, 64, 103, ","Sum the last two numbers",18.235,"167","167",TRUE
16,"xkc","3, 4, 5, 6, 7, 8, ","Add 1 to each number",3.591,"9","9",TRUE
17,"xkc","1, 3, 5, 7, 9, 11, ","Add 2 to each number",13.432,"13","13",TRUE
17,"xkc","9, 18, 27, 36, 45, 54, ","Add 9 to each number",5.336,"63","63",TRUE
17,"xkc","3, 6, 9, 12, 15, 18, ","Add 3 to each number",3.958,"21","21",TRUE
17,"xkc","1, 2, 3, 4, 5, 6, ","Add 1 to each number",3.319,"7","7",TRUE
17,"xkc","2, 10, 18, 26, 34, 42, ","Add 8 to each number",16.694,"50","50",TRUE
17,"xkc","1, 5, 9, 13, 17, 21, ","Add 4 to each number",14.262,"25","25",TRUE
17,"xkc","1, 3, 5, 7, 9, 11, ","Add 2 to each number",5.287,"13","13",TRUE
17,"xkc","7, 11, 15, 19, 23, 27, ","Add 4 to each number",6.778,"31","31",TRUE
17,"xkc","4, 5, 6, 7, 8, 9, ","Add 1 to each number",4.359,"10","10",TRUE
17,"xkc","4, 14, 24, 34, 44, 54, ","Add 10 to each number",5.074,"64","64",TRUE
17,"xkc","7, 17, 27, 37, 47, 57, ","Add 10 to each number",4.143,"67","67",TRUE
17,"xkc","7, 9, 11, 13, 15, 17, ","Add 2 to each number",6.087,"19","19",TRUE
17,"sumtwo","19, 19, 38, 57, 95, 152, ","Sum the last two numbers",23.111,"247","304",FALSE
17,"xkc","2, 10, 18, 26, 34, 42, ","Add 8 to each number",6.841,"50","50",TRUE
17,"sumtwo","3, 5, 8, 13, 21, 34, ","Sum the last two numbers",15.779,"55","55",TRUE
17,"xkc","1, 8, 15, 22, 29, 36, ","Add 7 to each number",10.878,"43","43",TRUE
17,"xkc","9, 16, 23, 30, 37, 44, ","Add 7 to each number",7.434,"51","51",TRUE
17,"xkc","10, 15, 20, 25, 30, 35, ","Add 5 to each number",4.271,"40","40",TRUE
17,"xkc","4, 14, 24, 34, 44, 54, ","Add 10 to each number",4.855,"64","64",TRUE
17,"xkc","2, 10, 18, 26, 34, 42, ","Add 8 to each number",7.046,"50","50",TRUE
17,"xkc","6, 9, 12, 15, 18, 21, ","Add 3 to each number",5.972,"24","24",TRUE
17,"xkc","5, 13, 21, 29, 37, 45, ","Add 8 to each number",8.521,"53","53",TRUE
17,"xkc","10, 11, 12, 13, 14, 15, ","Add 1 to each number",4.062,"16","16",TRUE
17,"xkc","1, 10, 19, 28, 37, 46, ","Add 9 to each number",8.628,"55","55",TRUE
17,"xkc","9, 12, 15, 18, 21, 24, ","Add 3 to each number",3.895,"27","27",TRUE
17,"xkc","8, 11, 14, 17, 20, 23, ","Add 3 to each number",3.627,"26","26",TRUE
17,"xkc","6, 15, 24, 33, 42, 51, ","Add 9 to each number",4.665,"60","60",TRUE
17,"xkc","2, 4, 6, 8, 10, 12, ","Add 2 to each number",3.462,"14","14",TRUE
17,"xkc","6, 13, 20, 27, 34, 41, ","Add 7 to each number",6.667,"48","48",TRUE
17,"xkc","2, 6, 10, 14, 18, 22, ","Add 4 to each number",4.406,"26","26",TRUE
17,"xkc","7, 15, 23, 31, 39, 47, ","Add 8 to each number",8.965,"55","56",FALSE
17,"xkc","3, 4, 5, 6, 7, 8, ","Add 1 to each number",3.746,"9","9",TRUE
17,"xkc","3, 9, 15, 21, 27, 33, ","Add 6 to each number",6.156,"39","39",TRUE
17,"xkc","7, 10, 13, 16, 19, 22, ","Add 3 to each number",4.373,"25","25",TRUE
17,"xkc","3, 6, 9, 12, 15, 18, ","Add 3 to each number",3.085,"21","21",TRUE
17,"xkc","10, 20, 30, 40, 50, 60, ","Add 10 to each number",4.207,"70","70",TRUE
17,"sumtwo","4, 18, 22, 40, 62, 102, ","Sum the last two numbers",6.88,"164","164",TRUE
17,"xkc","10, 13, 16, 19, 22, 25, ","Add 3 to each number",3.656,"28","28",TRUE
17,"xkc","2, 12, 22, 32, 42, 52, ","Add 10 to each number",3.434,"62","62",TRUE
17,"sumtwo","1, 18, 19, 37, 56, 93, ","Sum the last two numbers",25.167,"149","149",TRUE
17,"xkc","9, 17, 25, 33, 41, 49, ","Add 8 to each number",7.261,"57","57",TRUE
17,"xkc","10, 15, 20, 25, 30, 35, ","Add 5 to each number",4.507,"40","40",TRUE
17,"sumtwo","1, 8, 9, 17, 26, 43, ","Sum the last two numbers",12.169,"69","69",TRUE
17,"xkc","2, 3, 4, 5, 6, 7, ","Add 1 to each number",3.159,"8","8",TRUE
17,"xkc","1, 2, 3, 4, 5, 6, ","Add 1 to each number",2.63,"7","7",TRUE
17,"xkc","7, 14, 21, 28, 35, 42, ","Add 7 to each number",4.408,"49","49",TRUE
17,"xkc","10, 11, 12, 13, 14, 15, ","Add 1 to each number",3.1,"16","16",TRUE
17,"sumtwo","11, 18, 29, 47, 76, 123, ","Sum the last two numbers",6.723,"199","199",TRUE
17,"xkc","2, 8, 14, 20, 26, 32, ","Add 6 to each number",7.541,"38","38",TRUE
17,"xkc","6, 14, 22, 30, 38, 46, ","Add 8 to each number",8.099,"54","54",TRUE
18,"xkc","5, 6, 7, 8, 9, 10, ","Add 1 to each number",11.455,"11","11",TRUE
18,"xkc","4, 9, 14, 19, 24, 29, ","Add 5 to each number",18.887,"34","34",TRUE
18,"xkc","8, 14, 20, 26, 32, 38, ","Add 6 to each number",11.863,"44","44",TRUE
18,"xkc","3, 11, 19, 27, 35, 43, ","Add 8 to each number",7.936,"51","51",TRUE
18,"xkc","5, 8, 11, 14, 17, 20, ","Add 3 to each number",4.472,"23","23",TRUE
18,"xkc","2, 10, 18, 26, 34, 42, ","Add 8 to each number",11.643,"50","50",TRUE
18,"xkc","9, 10, 11, 12, 13, 14, ","Add 1 to each number",3.933,"15","15",TRUE
18,"xkc","8, 13, 18, 23, 28, 33, ","Add 5 to each number",4.687,"38","38",TRUE
18,"xkc","4, 7, 10, 13, 16, 19, ","Add 3 to each number",4.52,"22","22",TRUE
18,"xkc","1, 10, 19, 28, 37, 46, ","Add 9 to each number",7.543,"55","55",TRUE
18,"xkc","10, 13, 16, 19, 22, 25, ","Add 3 to each number",7.968,"28","28",TRUE
18,"xkc","9, 18, 27, 36, 45, 54, ","Add 9 to each number",6.224,"63","63",TRUE
18,"xkc","5, 12, 19, 26, 33, 40, ","Add 7 to each number",5.392,"47","47",TRUE
18,"xkc","4, 5, 6, 7, 8, 9, ","Add 1 to each number",3.535,"10","10",TRUE
18,"xkc","5, 12, 19, 26, 33, 40, ","Add 7 to each number",6.439,"47","47",TRUE
18,"xkc","9, 14, 19, 24, 29, 34, ","Add 5 to each number",8.103,"39","39",TRUE
18,"xkc","5, 10, 15, 20, 25, 30, ","Add 5 to each number",4.137,"35","35",TRUE
18,"xkc","1, 7, 13, 19, 25, 31, ","Add 6 to each number",10.655,"37","37",TRUE
18,"xkc","2, 10, 18, 26, 34, 42, ","Add 8 to each number",16.375,"50","50",TRUE
18,"xkc","1, 11, 21, 31, 41, 51, ","Add 10 to each number",4.352,"61","61",TRUE
18,"xkc","6, 9, 12, 15, 18, 21, ","Add 3 to each number",4.611,"24","24",TRUE
18,"xkc","7, 16, 25, 34, 43, 52, ","Add 9 to each number",12.061,"61","61",TRUE
18,"xkc","5, 7, 9, 11, 13, 15, ","Add 2 to each number",5.92,"17","17",TRUE
18,"xkc","4, 6, 8, 10, 12, 14, ","Add 2 to each number",6.744,"16","16",TRUE
18,"xkc","8, 18, 28, 38, 48, 58, ","Add 10 to each number",3.896,"68","68",TRUE
18,"xkc","7, 14, 21, 28, 35, 42, ","Add 7 to each number",5.88,"49","49",TRUE
18,"xkc","7, 17, 27, 37, 47, 57, ","Add 10 to each number",3.823,"67","67",TRUE
18,"xkc","2, 12, 22, 32, 42, 52, ","Add 10 to each number",4.144,"62","62",TRUE
18,"sumtwo","9, 19, 28, 47, 75, 122, ","Sum the last two numbers",39.24,"197","169",FALSE
18,"xkc","8, 18, 28, 38, 48, 58, ","Add 10 to each number",8.584,"68","68",TRUE
18,"xkc","7, 13, 19, 25, 31, 37, ","Add 6 to each number",5.568,"43","43",TRUE
18,"xkc","1, 5, 9, 13, 17, 21, ","Add 4 to each number",4.751,"25","25",TRUE
18,"sumtwo","14, 14, 28, 42, 70, 112, ","Sum the last two numbers",81.24,"182","196",FALSE
18,"xkc","7, 16, 25, 34, 43, 52, ","Add 9 to each number",9.056,"61","61",TRUE
18,"sumtwo","8, 20, 28, 48, 76, 124, ","Sum the last two numbers",75.976,"200","192",FALSE
18,"xkc","3, 4, 5, 6, 7, 8, ","Add 1 to each number",5.191,"9","9",TRUE
18,"xkc","3, 13, 23, 33, 43, 53, ","Add 10 to each number",4.513,"63","63",TRUE
18,"xkc","5, 11, 17, 23, 29, 35, ","Add 6 to each number",28.76,"41","41",TRUE
18,"sumtwo","3, 9, 12, 21, 33, 54, ","Sum the last two numbers",10.673,"87","65",FALSE
18,"xkc","3, 5, 7, 9, 11, 13, ","Add 2 to each number",4.007,"15","15",TRUE
18,"xkc","10, 17, 24, 31, 38, 45, ","Add 7 to each number",13.728,"52","52",TRUE
18,"xkc","4, 11, 18, 25, 32, 39, ","Add 7 to each number",22.864,"46","46",TRUE
18,"sumtwo","14, 16, 30, 46, 76, 122, ","Sum the last two numbers",33.168,"198","156",FALSE
18,"xkc","1, 4, 7, 10, 13, 16, ","Add 3 to each number",4.968,"19","19",TRUE
18,"xkc","7, 12, 17, 22, 27, 32, ","Add 5 to each number",14.488,"37","37",TRUE
18,"xkc","8, 9, 10, 11, 12, 13, ","Add 1 to each number",4.064,"14","14",TRUE
18,"sumtwo","6, 20, 26, 46, 72, 118, ","Sum the last two numbers",11.6,"190","190",TRUE
18,"xkc","10, 15, 20, 25, 30, 35, ","Add 5 to each number",3.92,"40","40",TRUE
18,"xkc","2, 8, 14, 20, 26, 32, ","Add 6 to each number",7.281,"38","38",TRUE
18,"xkc","5, 12, 19, 26, 33, 40, ","Add 7 to each number",5.447,"47","47",TRUE
19,"sumtwo","5, 12, 17, 29, 46, 75, ","Sum the last two numbers",49.392,"121","121",TRUE
19,"sumtwo","5, 10, 15, 25, 40, 65, ","Sum the last two numbers",95.318,"105","90",FALSE
19,"xkc","1, 6, 11, 16, 21, 26, ","Add 5 to each number",11.486,"31","31",TRUE
19,"sumtwo","14, 15, 29, 44, 73, 117, ","Sum the last two numbers",18.416,"190","190",TRUE
19,"sumtwo","11, 16, 27, 43, 70, 113, ","Sum the last two numbers",36.487,"183","183",TRUE
19,"xkc","2, 3, 4, 5, 6, 7, ","Add 1 to each number",7.056,"8","8",TRUE
19,"sumtwo","6, 8, 14, 22, 36, 58, ","Sum the last two numbers",16.495,"94","94",TRUE
19,"sumtwo","3, 8, 11, 19, 30, 49, ","Sum the last two numbers",12.44,"79","79",TRUE
19,"sumtwo","1, 7, 8, 15, 23, 38, ","Sum the last two numbers",11.543,"61","61",TRUE
19,"sumtwo","14, 20, 34, 54, 88, 142, ","Sum the last two numbers",13.824,"230","230",TRUE
19,"sumtwo","2, 20, 22, 42, 64, 106, ","Sum the last two numbers",14.158,"170","170",TRUE
19,"sumtwo","8, 19, 27, 46, 73, 119, ","Sum the last two numbers",11.472,"192","192",TRUE
19,"sumtwo","1, 3, 4, 7, 11, 18, ","Sum the last two numbers",7.288,"29","29",TRUE
19,"sumtwo","12, 13, 25, 38, 63, 101, ","Sum the last two numbers",7.015,"164","164",TRUE
19,"sumtwo","7, 17, 24, 41, 65, 106, ","Sum the last two numbers",12.528,"171","171",TRUE
19,"sumtwo","4, 10, 14, 24, 38, 62, ","Sum the last two numbers",9.422,"100","100",TRUE
19,"sumtwo","6, 20, 26, 46, 72, 118, ","Sum the last two numbers",9.663,"190","190",TRUE
19,"sumtwo","6, 6, 12, 18, 30, 48, ","Sum the last two numbers",5.335,"78","78",TRUE
